t_ms,clip_id,ax,ay,az,gx,gy,gz,label
276263,7,0.999512,0.067017,-0.095825,11.84082,3.78418,-3.601074,circulos
276285,7,0.969849,0.067993,-0.07605,11.962891,4.882812,-4.394531,circulos
276295,7,0.969727,0.058472,-0.074341,10.864258,6.713867,-4.882812,circulos
276304,7,0.971069,0.063354,-0.084595,10.009766,8.972168,-5.249023,circulos
276313,7,0.969238,0.067139,-0.102417,10.009766,9.765625,-5.310059,circulos
276323,7,0.973755,0.057739,-0.121338,10.681152,8.422852,-5.981445,circulos
276333,7,0.964478,0.048096,-0.119141,10.742188,7.446289,-6.225586,circulos
276343,7,0.955322,0.033447,-0.105713,11.108398,6.774902,-6.652832,circulos
276353,7,0.952515,0.021118,-0.103027,10.986328,6.896973,-7.141113,circulos
276363,7,0.945557,0.025269,-0.10437,10.009766,7.507324,-7.324219,circulos
276373,7,0.936157,0.030884,-0.105225,9.643555,8.666992,-6.591797,circulos
276383,7,0.938354,0.041992,-0.108276,11.291504,9.094238,-5.859375,circulos
276394,7,0.940674,0.038574,-0.10791,12.695313,9.765625,-5.371094,circulos
276403,7,0.946533,0.038574,-0.103027,12.817383,9.58252,-5.493164,circulos
276413,7,0.948975,0.043945,-0.094971,11.84082,9.277344,-5.859375,circulos
276423,7,0.955566,0.054932,-0.090088,11.352539,9.70459,-7.019043,circulos
276446,7,0.989624,0.016724,-0.088989,13.366699,9.521484,-6.347656,circulos
276455,7,0.990479,0.040039,-0.085937,13.366699,9.521484,-5.554199,circulos
276464,7,0.997681,0.056274,-0.09021,14.038086,10.253906,-5.249023,circulos
276474,7,1.002319,0.056641,-0.098999,15.686035,10.864258,-5.187988,circulos
276484,7,1.012695,0.05896,-0.128906,15.74707,11.291504,-6.591797,circulos
276494,7,1.02002,0.056763,-0.129761,14.221191,10.986328,-7.995605,circulos
276504,7,1.025635,0.046753,-0.132202,14.648438,10.925293,-8.483887,circulos
276514,7,1.033447,0.036377,-0.143677,16.235352,10.131836,-7.751465,circulos
276524,7,1.037476,0.036499,-0.151733,17.456055,9.155273,-6.713867,circulos
276534,7,1.042236,0.044189,-0.157959,17.150879,6.591797,-7.202148,circulos
276544,7,1.036743,0.049561,-0.150391,16.662598,5.432129,-7.995605,circulos
276554,7,1.032471,0.054077,-0.148071,16.967773,4.821777,-8.178711,circulos
276564,7,1.033813,0.046997,-0.149048,18.737793,4.882812,-7.995605,circulos
276574,7,1.031616,0.040527,-0.157104,20.996094,4.699707,-7.507324,circulos
276584,7,1.022217,0.036743,-0.156982,22.216797,3.78418,-7.873535,circulos
276604,7,0.97937,0.028687,-0.134033,20.141602,4.089355,-9.399414,circulos
276615,7,0.962646,0.032837,-0.130859,20.202637,4.272461,-9.643555,circulos
276624,7,0.94751,0.031738,-0.123779,20.202637,4.211426,-9.887695,circulos
276634,7,0.934204,0.032959,-0.109985,20.019531,4.455566,-10.070801,circulos
276644,7,0.925659,0.005371,-0.098022,20.996094,5.79834,-9.460449,circulos
276655,7,0.930298,-0.007446,-0.093262,22.644043,6.408691,-7.873535,circulos
276664,7,0.942627,-0.008911,-0.099243,24.353027,6.835937,-5.859375,circulos
276675,7,0.950806,0.00061,-0.109619,25.20752,6.835937,-4.516602,circulos
276685,7,0.959229,0.012695,-0.112183,25.45166,6.713867,-3.662109,circulos
276695,7,0.967285,0.012207,-0.117798,24.963379,7.385254,-4.211426,circulos
276705,7,0.98877,0.010742,-0.135498,23.803711,7.629395,-4.943848,circulos
276715,7,0.994995,-0.000366,-0.138428,23.864746,7.507324,-5.310059,circulos
276725,7,1.007568,-0.025269,-0.14917,25.268555,7.629395,-5.310059,circulos
276735,7,1.020142,-0.031738,-0.1604,25.817871,7.324219,-5.126953,circulos
276745,7,1.036133,-0.03064,-0.18103,25.024414,5.432129,-5.004883,circulos
276766,7,1.064453,-0.028076,-0.206909,25.146484,2.441406,-5.004883,circulos
276777,7,1.064941,-0.039917,-0.203979,26.306152,0.854492,-4.516602,circulos
276787,7,1.070557,-0.047241,-0.195679,27.46582,-0.366211,-3.540039,circulos
276796,7,1.070801,-0.047607,-0.192993,25.939941,-1.647949,-3.601074,circulos
276815,7,1.082275,-0.048584,-0.183838,22.888184,-3.295898,-5.737305,circulos
276825,7,1.083252,-0.058594,-0.182983,21.42334,-3.662109,-6.835937,circulos
276835,7,1.090698,-0.068237,-0.196899,20.996094,-4.211426,-7.324219,circulos
276845,7,1.099487,-0.067993,-0.202515,20.080566,-5.432129,-7.751465,circulos
276856,7,1.096313,-0.064697,-0.238403,19.714355,-8.178711,-7.995605,circulos
276865,7,1.109619,-0.064697,-0.224854,20.446777,-10.253906,-7.141113,circulos
276876,7,1.102539,-0.059448,-0.214966,20.202637,-12.329102,-6.835937,circulos
276886,7,1.101074,-0.069702,-0.209473,20.019531,-13.85498,-6.774902,circulos
276895,7,1.089722,-0.08313,-0.198975,19.40918,-15.625,-7.141113,circulos
276906,7,1.078857,-0.096558,-0.182739,17.944336,-17.39502,-8.300781,circulos
276916,7,1.06604,-0.126587,-0.169556,15.380859,-18.249512,-8.911133,circulos
276926,7,1.058838,-0.134155,-0.131226,14.038086,-19.042969,-8.361816,circulos
276936,7,1.048584,-0.139038,-0.127808,14.160156,-19.65332,-6.774902,circulos
276946,7,1.040405,-0.13562,-0.117676,13.73291,-20.629883,-5.79834,circulos
276956,7,1.037476,-0.132812,-0.110718,12.512207,-20.751953,-5.187988,circulos
276966,7,1.029663,-0.139038,-0.093628,8.789063,-21.362305,-4.821777,circulos
276976,7,1.026245,-0.146362,-0.087769,7.69043,-21.789551,-4.516602,circulos
276986,7,1.026367,-0.154175,-0.083862,7.507324,-22.094727,-3.356934,circulos
276996,7,1.021729,-0.156128,-0.080444,7.568359,-22.644043,-2.075195,circulos
277006,7,1.022095,-0.1521,-0.077515,7.507324,-23.31543,-0.854492,circulos
277016,7,1.022461,-0.143188,-0.071533,6.286621,-23.55957,0.183105,circulos
277026,7,1.022949,-0.159302,-0.069458,5.859375,-23.31543,0.427246,circulos
277036,7,1.029175,-0.171509,-0.072754,5.187988,-23.376465,0.976562,circulos
277046,7,1.028809,-0.174683,-0.069946,3.479004,-23.4375,1.586914,circulos
277056,7,1.02771,-0.165894,-0.068604,1.708984,-23.620605,2.380371,circulos
277066,7,1.022949,-0.155396,-0.069946,1.037598,-24.475098,4.638672,circulos
277076,7,1.014648,-0.156372,-0.05835,0.976562,-25.20752,5.737305,circulos
277086,7,1.010742,-0.142822,-0.046021,-0.915527,-25.57373,6.04248,circulos
277096,7,1.003296,-0.122437,-0.034424,-2.563477,-25.878906,6.286621,circulos
277106,7,0.997681,-0.119385,-0.025513,-2.01416,-26.489258,6.713867,circulos
277116,7,0.995239,-0.123169,-0.017334,-1.525879,-26.428223,7.873535,circulos
277140,7,0.982544,-0.081543,-0.009277,-3.845215,-25.939941,7.629395,circulos
277149,7,0.980835,-0.087769,-0.013428,-4.272461,-25.756836,6.896973,circulos
277159,7,0.9729,-0.101318,-0.00354,-5.67627,-25.695801,5.859375,circulos
277168,7,0.964844,-0.105469,0.031372,-8.666992,-25.512695,4.272461,circulos
277187,7,0.947998,-0.130493,0.040161,-8.728027,-23.742676,5.432129,circulos
277197,7,0.956177,-0.11438,0.034424,-10.009766,-22.399902,5.92041,circulos
277207,7,0.94165,-0.106567,0.0448,-11.047363,-22.155762,6.469727,circulos
277217,7,0.937134,-0.110352,0.046143,-11.230469,-21.66748,6.835937,circulos
277227,7,0.938232,-0.113037,0.046997,-12.756348,-20.446777,7.385254,circulos
277237,7,0.924805,-0.095459,0.063599,-12.756348,-19.897461,8.056641,circulos
277247,7,0.938477,-0.09729,0.05835,-12.329102,-18.554687,8.789063,circulos
277257,7,0.93811,-0.092896,0.057373,-12.573242,-18.127441,9.338379,circulos
277267,7,0.933594,-0.085327,0.066528,-13.061523,-18.432617,9.765625,circulos
277277,7,0.933838,-0.077881,0.073486,-13.000488,-18.554687,10.375977,circulos
277301,7,0.92395,-0.08313,0.068237,-14.648438,-17.63916,8.972168,circulos
277311,7,0.924438,-0.081787,0.077393,-16.662598,-16.479492,8.178711,circulos
277321,7,0.934937,-0.09082,0.068726,-16.845703,-14.526367,8.666992,circulos
277330,7,0.942261,-0.088745,0.067017,-17.51709,-14.343262,9.094238,circulos
277339,7,0.936646,-0.073486,0.073975,-17.944336,-14.770508,9.82666,circulos
277348,7,0.93396,-0.061401,0.070557,-17.333984,-15.258789,10.986328,circulos
277358,7,0.925171,-0.052612,0.0802,-17.150879,-15.380859,11.779785,circulos
277367,7,0.915283,-0.035645,0.089966,-17.028809,-14.892578,12.573242,circulos
277377,7,0.903687,-0.011963,0.092529,-16.784668,-14.160156,13.000488,circulos
277387,7,0.892578,0.005493,0.099854,-17.150879,-11.413574,12.023926,circulos
277397,7,0.887451,0.00708,0.106201,-17.51709,-9.58252,10.803223,circulos
277407,7,0.884766,0.001221,0.125732,-16.906738,-7.93457,10.192871,circulos
277417,7,0.891724,-0.016602,0.129272,-15.319824,-6.896973,10.803223,circulos
277427,7,0.895386,-0.006836,0.140137,-14.709473,-5.859375,11.413574,circulos
277437,7,0.896606,-0.004272,0.134155,-14.465332,-5.432129,12.573242,circulos
277459,7,0.89502,0.02832,0.126099,-14.282227,-2.380371,11.535645,circulos
277469,7,0.899292,0.027466,0.11377,-12.817383,-1.342773,11.71875,circulos
277478,7,0.899536,0.0177,0.11084,-12.207031,-0.793457,11.962891,circulos
277487,7,0.902832,0.025391,0.110107,-12.390137,-0.549316,11.962891,circulos
277497,7,0.902832,0.028442,0.080688,-13.000488,-0.732422,11.169434,circulos
277508,7,0.9021,0.031616,0.094238,-14.160156,-1.159668,9.94873,circulos
277517,7,0.896362,0.034058,0.108276,-14.892578,-1.464844,8.911133,circulos
277528,7,0.900269,0.043213,0.120239,-15.136719,-0.488281,8.544922,circulos
277537,7,0.906494,0.049194,0.113525,-14.160156,0.610352,8.422852,circulos
277548,7,0.916504,0.04187,0.110962,-13.244629,1.89209,7.69043,circulos
277558,7,0.922485,0.022461,0.117554,-13.183594,2.075195,7.324219,circulos
277567,7,0.917969,0.012573,0.119873,-13.305664,2.441406,7.202148,circulos
277578,7,0.913086,0.015015,0.125977,-14.465332,2.990723,6.896973,circulos
277588,7,0.910522,0.02124,0.125854,-15.136719,4.02832,6.835937,circulos
277598,7,0.907959,0.02832,0.119629,-14.587402,5.065918,7.873535,circulos
277620,7,0.917358,0.006226,0.071411,-12.817383,6.835937,8.178711,circulos
277630,7,0.907227,0.009521,0.075684,-15.014648,6.225586,7.507324,circulos
277639,7,0.897217,0.016113,0.090454,-16.906738,6.04248,7.202148,circulos
277648,7,0.900513,0.026367,0.093628,-16.418457,7.019043,8.178711,circulos
277658,7,0.902344,0.08606,0.077515,-12.695313,9.399414,12.084961,circulos
277668,7,0.924683,0.104248,0.072876,-10.009766,10.314941,12.939453,circulos
277678,7,0.933594,0.116089,0.06958,-6.713867,10.498047,13.48877,circulos
277688,7,0.927124,0.119751,0.076538,-4.272461,9.94873,13.000488,circulos
277698,7,0.928101,0.118042,0.091919,-3.540039,10.009766,11.657715,circulos
277708,7,0.923218,0.122559,0.102661,-2.929688,11.169434,8.911133,circulos
277718,7,0.930786,0.130371,0.0979,-1.403809,12.512207,7.995605,circulos
277728,7,0.931152,0.118408,0.092529,0.488281,13.061523,6.774902,circulos
277738,7,0.936523,0.103271,0.078491,1.525879,13.427734,5.615234,circulos
277748,7,0.93396,0.102295,0.078857,0.976562,13.671875,4.455566,circulos
277758,7,0.929932,0.08606,0.066162,0.427246,13.85498,3.723145,circulos
277781,7,0.951904,0.070801,0.035034,-0.793457,12.023926,3.78418,circulos
277791,7,0.947144,0.081665,0.030518,-3.845215,10.559082,2.990723,circulos
277800,7,0.949829,0.092163,0.030273,-5.615234,9.887695,2.502441,circulos
277809,7,0.949463,0.084229,0.022705,-6.530762,7.507324,1.281738,circulos
277833,7,0.924072,0.028809,0.097046,-8.544922,6.896973,1.220703,circulos
277844,7,0.923096,0.037476,0.106934,-8.361816,8.789063,2.502441,circulos
277853,7,0.937134,0.079712,0.064941,-4.150391,12.207031,6.225586,circulos
277869,7,0.950195,0.083862,0.035278,-1.708984,11.657715,7.080078,circulos
277879,7,0.944214,0.08374,0.017822,-4.272461,10.864258,5.615234,circulos
277889,7,0.923584,0.075195,0.031616,-7.69043,10.620117,3.662109,circulos
277899,7,0.912476,0.038208,0.036255,-9.765625,10.742188,1.708984,circulos
277909,7,0.930664,-0.010254,0.043091,-12.390137,11.59668,0.366211,circulos
277919,7,0.897583,-0.017212,0.071167,-16.296387,13.549805,1.037598,circulos
277940,7,0.962891,0.112793,0.010498,-15.197754,15.441895,6.408691,circulos
277949,7,0.957397,0.151123,0.00415,-11.657715,15.686035,8.239746,circulos
277959,7,1.001587,0.167358,-0.010864,-7.69043,16.052246,9.033203,circulos
277969,7,0.981812,0.183228,-0.003418,-5.432129,12.329102,8.911133,circulos
277979,7,0.981079,0.211792,0.019653,-5.249023,10.986328,5.310059,circulos
277989,7,0.970703,0.209717,0.026733,-5.187988,11.71875,2.929688,circulos
277999,7,0.969727,0.192871,0.027466,-4.333496,12.756348,0.610352,circulos
278009,7,0.960937,0.182373,0.025879,-4.577637,12.756348,-1.647949,circulos
278019,7,0.963745,0.154663,0.02417,-5.554199,13.061523,-3.845215,circulos
278029,7,0.964478,0.131348,0.022095,-7.263184,14.404297,-5.79834,circulos
278039,7,0.971313,0.101685,0.000244,-7.019043,14.343262,-5.554199,circulos
278050,7,0.96521,0.107544,-0.003174,-7.080078,13.793945,-5.187988,circulos
278059,7,0.962891,0.095215,0.002808,-6.225586,13.061523,-4.638672,circulos
278070,7,0.969849,0.094482,-0.011475,-4.516602,12.634277,-3.662109,circulos
278079,7,0.971558,0.122314,-0.021362,-4.211426,10.986328,-1.647949,circulos
278102,7,0.959473,0.144531,-0.010986,-1.098633,8.972168,-2.01416,circulos
278111,7,0.943604,0.145264,-0.003296,-1.831055,8.850098,-2.929688,circulos
278120,7,0.945923,0.138672,0.001953,-2.01416,9.82666,-3.845215,circulos
278130,7,0.944336,0.112915,0.005127,-0.610352,10.314941,-4.089355,circulos
278140,7,0.910522,0.078369,-0.000244,0.610352,11.047363,-3.78418,circulos
278150,7,0.927979,0.067993,0.001099,-0.488281,11.474609,-3.90625,circulos
278160,7,0.930054,0.047974,-0.002563,0.061035,12.634277,-3.112793,circulos
278170,7,0.927368,0.053223,-0.013916,0.854492,12.817383,-1.586914,circulos
278180,7,0.926025,0.066772,-0.025146,1.464844,12.939453,-0.183105,circulos
278190,7,0.926025,0.065308,-0.039795,2.197266,12.329102,1.281738,circulos
278200,7,0.907349,0.101807,-0.019775,-0.183105,13.305664,-0.366211,circulos
278210,7,0.911865,0.091797,-0.008789,-0.549316,14.831543,-1.77002,circulos
278220,7,0.922852,0.067871,-0.007202,-0.427246,16.418457,-2.319336,circulos
278230,7,0.937012,0.057739,-0.007568,-0.854492,17.456055,-2.441406,circulos
278240,7,0.942749,0.067017,-0.002319,-1.464844,19.165039,-1.953125,circulos
278261,7,0.980225,0.082031,-0.046387,2.685547,20.935059,0.549316,circulos
278270,7,0.985229,0.104858,-0.067749,4.089355,20.507812,1.831055,circulos
278280,7,0.991943,0.124268,-0.08606,6.225586,19.714355,2.685547,circulos
278290,7,1.027222,0.119263,-0.11084,9.643555,17.944336,3.051758,circulos
278300,7,0.974731,0.120972,-0.084106,13.549805,13.183594,2.563477,circulos
278310,7,1.000366,0.121704,-0.088623,14.282227,14.282227,2.13623,circulos
278320,7,0.995972,0.123657,-0.088745,14.465332,13.427734,0.549316,circulos
278330,7,0.995361,0.111694,-0.087769,14.282227,12.329102,-0.732422,circulos
278340,7,1.003174,0.098267,-0.085571,13.183594,11.962891,-2.197266,circulos
278350,7,1.000366,0.083496,-0.066895,13.61084,12.207031,-2.990723,circulos
278360,7,1.00061,0.044556,-0.061279,15.74707,12.878418,-2.13623,circulos
278370,7,0.99939,0.026001,-0.073975,16.723633,13.122559,-1.037598,circulos
278380,7,1.006592,0.0271,-0.093506,16.235352,13.671875,-0.12207,circulos
278391,7,1.016968,0.039673,-0.105469,14.709473,13.48877,0.366211,circulos
278401,7,1.025024,0.061157,-0.105591,13.000488,12.634277,-0.732422,circulos
278421,7,1.042725,0.112793,-0.114868,10.009766,9.765625,-3.417969,circulos
278431,7,1.045776,0.125122,-0.118286,9.033203,8.605957,-5.004883,circulos
278441,7,1.036377,0.12146,-0.116577,8.850098,6.408691,-5.79834,circulos
278451,7,1.022949,0.106201,-0.11438,8.850098,4.760742,-6.591797,circulos
278461,7,1.023682,0.098145,-0.107056,11.169434,4.02832,-5.249023,circulos
278471,7,1.021606,0.116577,-0.103271,12.023926,2.990723,-4.821777,circulos
278481,7,1.013794,0.124146,-0.079956,11.291504,2.746582,-5.065918,circulos
278491,7,1.009644,0.137695,-0.07019,10.986328,3.540039,-5.493164,circulos
278501,7,1.012451,0.141724,-0.071045,10.498047,4.882812,-6.408691,circulos
278511,7,1.01001,0.150513,-0.076416,9.399414,6.530762,-9.82666,circulos
278521,7,1.011353,0.13562,-0.104614,9.094238,6.286621,-11.535645,circulos
278531,7,1.009399,0.130981,-0.107422,8.544922,5.615234,-12.695313,circulos
278541,7,1.001343,0.133301,-0.099121,7.93457,4.394531,-13.793945,circulos
278551,7,0.995239,0.137817,-0.085449,7.080078,3.723145,-15.136719,circulos
278561,7,0.984863,0.136597,-0.075317,7.080078,4.02832,-16.296387,circulos
278584,7,0.984497,0.098267,-0.102905,13.122559,3.234863,-15.74707,circulos
278593,7,0.976562,0.079346,-0.087036,13.366699,2.380371,-16.113281,circulos
278602,7,0.973389,0.064941,-0.085327,14.160156,1.77002,-16.052246,circulos
278611,7,0.97583,0.047607,-0.069214,14.709473,1.89209,-15.808105,circulos
278621,7,0.98877,0.03479,-0.059814,14.282227,3.540039,-14.526367,circulos
278631,7,0.999878,0.027466,-0.073486,15.014648,4.333496,-13.549805,circulos
278641,7,1.005615,0.013672,-0.089111,14.831543,4.394531,-13.183594,circulos
278651,7,1.012085,0.002686,-0.097656,13.671875,4.272461,-13.000488,circulos
278661,7,1.0177,0.002563,-0.0979,12.268066,3.723145,-12.390137,circulos
278672,7,1.01709,0.010864,-0.092407,10.620117,2.441406,-11.108398,circulos
278681,7,1.01709,0.022095,-0.080078,12.939453,2.502441,-9.399414,circulos
278692,7,1.0271,0.024658,-0.091553,16.357422,2.502441,-7.385254,circulos
278701,7,1.031494,0.03125,-0.102783,17.51709,2.685547,-6.408691,circulos
278712,7,1.042725,0.040039,-0.117798,17.333984,2.563477,-6.469727,circulos
278721,7,1.039429,0.047974,-0.117432,16.540527,1.89209,-8.483887,circulos
278743,7,1.044678,0.027588,-0.122925,18.859863,1.708984,-7.629395,circulos
278752,7,1.046509,0.018555,-0.139526,20.263672,1.647949,-7.019043,circulos
278761,7,1.046021,0.005981,-0.146484,20.446777,1.220703,-7.385254,circulos
278772,7,1.041016,0.004639,-0.14917,18.859863,0.549316,-8.605957,circulos
278782,7,1.047607,-0.00061,-0.151978,16.418457,-0.915527,-10.375977,circulos
278792,7,1.041016,-0.001221,-0.153687,17.089844,-1.953125,-9.765625,circulos
278802,7,1.040161,-0.008179,-0.152832,17.63916,-2.868652,-9.033203,circulos
278812,7,1.042114,-0.011841,-0.150635,18.005371,-3.662109,-8.666992,circulos
278822,7,1.027832,-0.012207,-0.14624,17.211914,-4.516602,-9.460449,circulos
278832,7,1.018433,-0.022095,-0.12854,14.709473,-5.92041,-12.634277,circulos
278842,7,1.005127,-0.043457,-0.104736,14.343262,-5.67627,-13.427734,circulos
278852,7,1.005005,-0.063354,-0.109497,14.831543,-6.225586,-13.122559,circulos
278862,7,1.000488,-0.078491,-0.112061,15.441895,-7.263184,-12.268066,circulos
278872,7,0.997803,-0.08374,-0.114868,15.50293,-7.629395,-11.352539,circulos
278882,7,0.997803,-0.078979,-0.101929,14.709473,-7.446289,-9.643555,circulos
278903,7,0.987793,-0.083984,-0.068848,12.512207,-5.187988,-8.300781,circulos
278913,7,0.99292,-0.093628,-0.060913,10.864258,-4.577637,-7.873535,circulos
278922,7,1.006226,-0.083008,-0.080811,11.169434,-4.272461,-6.896973,circulos
278932,7,1.011841,-0.065796,-0.10144,12.512207,-5.126953,-5.615234,circulos
278942,7,1.009644,-0.072632,-0.089478,16.052246,-8.117676,-4.089355,circulos
278952,7,1.011841,-0.067871,-0.081177,15.441895,-8.239746,-3.601074,circulos
278962,7,1.013916,-0.061401,-0.069824,14.465332,-7.8125,-3.90625,circulos
278973,7,1.018311,-0.060181,-0.072754,14.404297,-7.446289,-3.967285,circulos
278983,7,1.025635,-0.073975,-0.065552,14.282227,-6.835937,-4.089355,circulos
278993,7,1.031128,-0.079102,-0.068115,13.549805,-6.530762,-4.272461,circulos
279002,7,1.044678,-0.108887,-0.091187,14.282227,-7.202148,-3.417969,circulos
279013,7,1.043579,-0.109985,-0.083862,13.244629,-8.178711,-2.563477,circulos
279023,7,1.05188,-0.088745,-0.078857,11.962891,-8.483887,-1.708984,circulos
279033,7,1.050659,-0.071533,-0.084106,11.291504,-8.850098,-1.403809,circulos
279043,7,1.053833,-0.083252,-0.078491,12.512207,-9.887695,-0.061035,circulos
279063,7,1.046631,-0.078003,-0.075562,13.73291,-11.291504,1.525879,circulos
279073,7,1.043701,-0.075073,-0.072876,13.73291,-11.413574,1.708984,circulos
279083,7,1.048462,-0.086548,-0.080078,13.61084,-11.230469,1.464844,circulos
279093,7,1.044189,-0.092896,-0.066895,11.779785,-11.352539,0.366211,circulos
279103,7,1.041016,-0.098267,-0.069214,11.352539,-11.413574,0.244141,circulos
279113,7,1.038696,-0.094849,-0.072388,11.169434,-12.145996,0.427246,circulos
279123,7,1.032104,-0.092529,-0.077148,10.803223,-13.061523,0.427246,circulos
279133,7,1.039185,-0.08252,-0.085449,10.070801,-13.244629,0.0,circulos
279143,7,1.047974,-0.071289,-0.086426,9.460449,-13.366699,-0.061035,circulos
279153,7,1.054443,-0.064819,-0.095215,10.986328,-17.944336,1.342773,circulos
279163,7,1.021484,-0.075684,-0.05896,12.817383,-19.470215,2.258301,circulos
279173,7,1.020874,-0.086914,-0.053589,13.73291,-19.65332,3.601074,circulos
279183,7,1.005249,-0.093018,-0.037598,12.634277,-20.385742,3.234863,circulos
279193,7,0.993774,-0.098389,-0.018555,10.559082,-20.812988,2.258301,circulos
279203,7,0.985596,-0.109497,0.001831,8.422852,-18.432617,0.427246,circulos
279225,7,0.98938,-0.137207,0.035522,3.295898,-16.662598,0.549316,circulos
279234,7,0.997192,-0.14563,0.027832,5.92041,-16.174316,2.929688,circulos
279243,7,1.002075,-0.146851,0.025269,7.995605,-16.174316,6.103516,circulos
279253,7,1.003784,-0.13269,0.008545,8.972168,-16.845703,8.422852,circulos
279264,7,0.99939,-0.11499,0.010254,7.324219,-19.165039,9.277344,circulos
279273,7,0.987061,-0.110229,0.027954,5.615234,-19.714355,8.178711,circulos
279283,7,0.976807,-0.116577,0.044067,4.272461,-19.40918,7.263184,circulos
279293,7,0.97522,-0.12439,0.044434,2.990723,-18.249512,6.591797,circulos
279304,7,0.978394,-0.127563,0.037476,2.197266,-17.150879,6.530762,circulos
279314,7,0.973877,-0.125366,0.036377,-0.671387,-14.831543,6.347656,circulos
279324,7,0.977051,-0.141846,0.038696,-1.464844,-13.671875,6.530762,circulos
279334,7,0.972778,-0.14978,0.041504,-2.380371,-12.817383,6.896973,circulos
279344,7,0.969482,-0.153931,0.04895,-2.868652,-11.962891,7.995605,circulos
279354,7,0.964966,-0.167236,0.052002,-2.01416,-11.169434,9.70459,circulos
279364,7,0.96106,-0.176514,0.048584,-1.281738,-10.131836,11.84082,circulos
279374,7,0.932373,-0.19519,0.085571,-5.493164,-8.605957,11.59668,circulos
279384,7,0.909668,-0.198364,0.098633,-8.422852,-6.04248,10.620117,circulos
279394,7,0.902954,-0.215942,0.103027,-11.901855,-2.807617,9.399414,circulos
279404,7,0.880737,-0.223389,0.107178,-17.39502,0.854492,7.873535,circulos
279414,7,0.898682,-0.191162,0.093384,-21.606445,5.310059,6.958008,circulos
279424,7,0.920532,-0.149292,0.051147,-16.357422,8.056641,12.451172,circulos
279434,7,0.917603,-0.15918,0.045288,-11.657715,6.103516,15.50293,circulos
279444,7,0.918579,-0.16272,0.05188,-9.82666,3.967285,17.51709,circulos
279454,7,0.912598,-0.156128,0.057129,-10.559082,3.173828,18.249512,circulos
279464,7,0.91333,-0.150269,0.047974,-12.390137,2.624512,18.005371,circulos
279474,7,0.908081,-0.120361,0.038452,-20.080566,1.220703,15.441895,circulos
279484,7,0.907959,-0.060547,0.03418,-22.766113,1.159668,14.160156,circulos
279494,7,0.91272,-0.04126,0.024048,-23.498535,0.488281,13.793945,circulos
279504,7,0.924683,-0.03125,0.010132,-22.521973,-0.732422,13.671875,circulos
279514,7,0.930664,-0.025513,0.011475,-21.240234,-2.685547,13.85498,circulos
279524,7,0.928467,-0.0177,0.032593,-19.042969,-5.004883,14.892578,circulos
279534,7,0.907471,0.005493,0.069458,-17.822266,-5.249023,15.380859,circulos
279544,7,0.901245,0.028931,0.074341,-17.456055,-4.760742,14.709473,circulos
279554,7,0.89856,0.041504,0.074585,-16.662598,-3.723145,13.85498,circulos
279565,7,0.902954,0.036987,0.066895,-15.991211,-2.807617,12.634277,circulos
279575,7,0.90332,0.024902,0.052612,-15.930176,-2.319336,11.59668,circulos
279585,7,0.913574,0.023804,0.050049,-16.479492,-1.953125,10.375977,circulos
279594,7,0.914062,0.046509,0.047729,-15.869141,-1.89209,10.559082,circulos
279604,7,0.919678,0.055664,0.037109,-14.709473,-1.586914,10.375977,circulos
279615,7,0.923462,0.064697,0.029053,-13.977051,-1.464844,9.70459,circulos
279625,7,0.918701,0.062378,0.032349,-13.73291,-1.464844,8.544922,circulos
279635,7,0.915649,0.057373,0.04541,-14.648438,-1.831055,6.103516,circulos
279645,7,0.904419,0.064575,0.060791,-14.343262,-1.953125,5.065918,circulos
279655,7,0.897339,0.060425,0.077881,-12.939453,-1.037598,4.638672,circulos
279665,7,0.891968,0.043945,0.090332,-10.986328,0.12207,4.882812,circulos
279675,7,0.89502,0.040894,0.078369,-10.681152,1.831055,4.150391,circulos
279685,7,0.890381,0.045532,0.073608,-11.474609,4.02832,0.793457,circulos
279695,7,0.880493,0.009521,0.065186,-13.183594,5.187988,-0.549316,circulos
279705,7,0.88501,0.00061,0.058105,-14.709473,6.408691,-1.403809,circulos
279715,7,0.88916,-0.002808,0.043945,-14.526367,7.263184,-0.854492,circulos
279725,7,0.893311,-0.021851,0.028809,-12.268066,7.324219,0.915527,circulos
279735,7,0.899536,-0.030151,0.01001,-10.192871,6.652832,3.479004,circulos
279745,7,0.906128,-0.013916,0.001099,-11.169434,3.601074,6.469727,circulos
279755,7,0.906616,-0.00647,0.029785,-12.512207,2.929688,7.019043,circulos
279765,7,0.904297,0.017944,0.046387,-13.305664,3.173828,8.117676,circulos
279775,7,0.911743,0.045898,0.043945,-12.573242,4.02832,9.399414,circulos
279785,7,0.921143,0.066895,0.025757,-10.864258,4.699707,10.559082,circulos
279795,7,0.921265,0.087402,0.026489,-9.521484,5.249023,10.070801,circulos
279805,7,0.92041,0.086548,0.025269,-7.629395,5.432129,9.765625,circulos
279815,7,0.929321,0.081665,0.026001,-6.774902,5.249023,9.277344,circulos
279825,7,0.92981,0.07959,0.026489,-7.019043,4.638672,8.483887,circulos
279835,7,0.926636,0.081909,0.027832,-8.422852,4.333496,7.446289,circulos
279846,7,0.920776,0.085449,0.026978,-9.58252,5.004883,5.79834,circulos
279855,7,0.915649,0.060669,0.028442,-7.93457,5.554199,6.164551,circulos
